window_size,classifier,selector,best_parameters,source_file,mean_accuracy,std_accuracy,mean_precision_macro,std_precision_macro,mean_recall_macro,std_recall_macro,mean_f1_macro,std_f1_macro
5,Random Forest,ANOVA,"{'classifier__max_depth': 20, 'classifier__n_estimators': 10, 'feature_selector__k': 25}",CLASSIFIED_bouldering_summary_5_(12_12_43)_in5_out3.tsv,0.49259259259259264,0.1189229211703876,0.4832536290869624,0.15714169556376534,0.46289682539682536,0.11794368003927846,0.4471282484285581,0.1247407196335613
5,SVM,ANOVA,"{'classifier__C': 10, 'classifier__kernel': 'rbf', 'feature_selector__k': 25}",CLASSIFIED_bouldering_summary_5_(12_12_43)_in5_out3.tsv,0.48518518518518516,0.1462376816474047,0.451737413820747,0.17336779694549684,0.44662698412698415,0.14199230244621236,0.4248949361769616,0.14906952240172675
5,Decision Tree,PCA,"{'classifier__max_depth': 20, 'feature_selector__n_components': 25}",CLASSIFIED_bouldering_summary_5_(12_12_43)_in5_out3.tsv,0.4277777777777778,0.13467687285612376,0.42417107583774244,0.16674039823903614,0.40324074074074084,0.13918306273792372,0.39005322039119766,0.13807619103475458
5,KNN,PCA,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance', 'feature_selector__n_components': 25}",CLASSIFIED_bouldering_summary_5_(12_12_43)_in5_out3.tsv,0.4462962962962963,0.09013402610102192,0.4407928491261825,0.13245837713680325,0.4201719576719577,0.1000200535938132,0.4115219178635071,0.10591863160710112
5,Logistic Regression,PCA,"{'classifier__C': 1, 'feature_selector__n_components': 25}",CLASSIFIED_bouldering_summary_5_(12_12_43)_in5_out3.tsv,0.47777777777777775,0.09792077086223916,0.4141652791652792,0.13998293123475178,0.4332671957671958,0.09575680411479677,0.3986420052762315,0.10897490481069935
5,Random Forest,PCA,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50, 'feature_selector__n_components': 25}",CLASSIFIED_bouldering_summary_5_(12_12_43)_in5_out3.tsv,0.46481481481481485,0.11247618251155715,0.4446441521441521,0.13603616183013964,0.4486111111111111,0.11218695656498583,0.42148161359719666,0.11212302697027601
5,SVM,PCA,"{'classifier__C': 10, 'classifier__kernel': 'linear', 'feature_selector__n_components': 10}",CLASSIFIED_bouldering_summary_5_(12_12_43)_in5_out3.tsv,0.475925925925926,0.07269550528292788,0.3793325193325193,0.1301033769506063,0.41395502645502646,0.07097793499360122,0.37305174222253695,0.09230184830921594
5,Decision Tree,Variance Threshold,"{'classifier__max_depth': None, 'feature_selector__threshold': 0.01}",CLASSIFIED_bouldering_summary_5_(12_12_43)_in5_out3.tsv,0.43888888888888894,0.1017844895086022,0.42288560205226866,0.11964404440303572,0.43247354497354495,0.10470662940373295,0.4106548767900678,0.10374526529098449
5,KNN,Variance Threshold,"{'classifier__n_neighbors': 1, 'classifier__weights': 'uniform', 'feature_selector__threshold': 0.01}",CLASSIFIED_bouldering_summary_5_(12_12_43)_in5_out3.tsv,0.6037037037037035,0.10612258356958816,0.6427248677248677,0.10731553298539087,0.6433201058201059,0.108498289211364,0.6042511295607269,0.11035031389722799
5,Logistic Regression,Variance Threshold,"{'classifier__C': 0.5, 'feature_selector__threshold': 0.1}",CLASSIFIED_bouldering_summary_5_(12_12_43)_in5_out3.tsv,0.5722222222222222,0.11754519313006186,0.5627469135802469,0.16195136246475803,0.5427248677248678,0.12264487208296208,0.5303765547986393,0.13748751735927467
